Id,Prediction
190,4051678.210763053
191,5084756.548315287
192,5072862.834401114
193,4698021.411583769
194,3974033.9467333355
195,5324473.650086581
196,3796709.9879243933
197,3710675.4300832436
198,4111272.4065799634
199,4015893.365503347
200,4552337.200910604
201,3821892.8131188126
202,4772421.134860576
203,4558977.19000177
204,4361094.593896986
205,4253788.715907764
206,4395186.263428314
207,3687878.2654421087
208,4155349.585805499
209,4143361.9168615616
210,5047584.337603962
211,4157066.0437714597
212,3826151.4588496056
213,3329750.9514369476
214,4890498.984873723
215,3144098.8978680675
216,4466904.932626293
217,5163468.239421597
218,4389613.96265574
219,3600406.076604838
220,4582427.283762093
221,4173010.8155022175
222,5355245.308990357
223,4644630.649808289
224,4303039.802576614
225,4331528.726025649
226,4254507.340675134
227,4732153.901805268
228,3870470.3366364865
229,3782766.840111891
230,4872633.790289244
231,4780929.293397475
232,4897129.911571827
233,4370732.280337028
234,4045713.419283078
235,4643975.463542906
236,3299534.07509364
237,3668213.917603778
238,4229331.778343261
239,4032695.535200919
240,4092571.28382834
241,4209406.553248621
242,3999827.266343455
243,3798797.6554828333
244,4214416.28407992
245,5820160.908214177
246,4303801.616931023
247,4498795.950144353
248,4172550.125477729
249,4208631.220591129
250,3494286.0289658243
251,4766234.773585016
252,4778080.924875381
253,4353953.616678884
254,3935991.4051133674
255,4459032.991322355
256,3874465.8174944366
257,3892075.1522719474
258,3222076.7752674413
259,3722787.9737512222
260,4119850.440167535
261,4559114.619101536
262,4663818.310046347
263,4066665.0545619996
264,3086812.752382147
265,4646964.576417763
266,4502725.226620467
267,4932150.663165025
268,4565443.57904677
269,4073134.7484569703
270,3546269.6334955
271,3609644.9681257363
272,4044154.5323009375
273,4936583.423241794
274,3907163.0160935028
275,6578435.51011014
276,6063728.194675305
277,4526667.526789998
278,4506119.17157243
279,4091203.7941008448
280,4367510.158689551
281,3922881.950215865
282,3222525.5439562085
283,3480632.136558178
284,4454438.410972638
285,3153665.047619532
286,4900485.36211819
287,3765197.2954142396
288,5257372.228622887
289,3714063.617459631
290,3990113.268022256
291,4322488.034123041
292,4259189.183451673
293,4074945.075597684
294,3388883.899249273
295,5322982.019856226
296,4339874.897368515
297,5007487.299903914
298,3598849.605057793
299,4574924.1410314515
300,4968722.4833630035
301,4680049.244549976
302,4279484.360865137
303,4302485.315526928
304,4586674.861381207
305,4728254.258999137
306,3785710.4869839153
307,4349467.651055601
308,3473389.1549501275
309,4109958.4801287455
310,4242366.416165639
311,4151758.8797412924
312,3754131.3524615066
313,4088331.68446744
314,3799536.8415630297
315,4278445.477512641
316,3758136.6216792194
317,4779874.098432983
318,4600254.199528144
319,4954013.19911731
320,5412009.357501451
321,3695896.582927315
322,4151803.482442275
323,5041535.573169522
324,3552273.6872547995
325,4278470.167336872
326,5025692.009655202
327,4821803.783103231
328,4245399.696099495
329,7165467.513191867
330,4355639.249225134
331,4937855.878448276
332,4188982.8691103626
333,5531675.284200635
334,5147837.495737982
335,4553918.261221357
336,3122952.943861171
337,3729181.5913738487
338,4266545.464921831
339,4269095.176062608
340,4274931.371149781
341,3910413.149275913
342,4362567.748498629
343,4402667.527193493
344,4087430.825219277
345,3912324.5779643836
346,4082860.6490395027
347,5184152.593577356
348,3654480.7131809746
349,3580470.844053575
350,3979077.692227517
351,4578026.135412023
352,4879832.0338383475
353,5041623.095708453
354,4058609.246872562
355,5339037.5857441975
356,4528377.640425976
357,4498101.309771573
358,4278045.5317315115
359,4644490.9491678765
360,3881896.140681726
361,3924972.4137459556
362,4137154.996036271
363,4400428.994779241
364,5027806.437543784
365,4856238.906387167
366,2985351.091298509
367,3955074.788344825
368,3894058.998570007
369,5382604.9977643
370,3893782.928029981
371,4202451.326632567
372,4251271.830097726
373,6700384.078401075
374,3828891.376435858
375,4430641.6739243
376,3516873.6644054307
377,3812634.1797885573
378,5964338.297075918
379,4152378.2899095304
380,4577990.209651819
381,3448475.011566502
382,4208137.2042390285
383,4161920.0728866095
384,4245410.134826356
385,5438408.898842575
386,4593936.167390195
387,5148269.567854965
388,4671260.2072169185
389,4104760.016777765
390,4548666.030229791
391,4077194.1331260004
392,3848960.7751157656
393,3895777.4822895303
394,6526316.282958383
395,4007098.974550183
396,5499231.013326393
397,4697133.576889138
398,4483287.333348663
399,4986646.506825508
400,3332175.2818339085
401,3577482.370097616
402,4391873.577386912
403,3991687.6135735195
404,3594279.636330636
405,4255440.120340952
406,4202882.192205646
407,5456083.101672321
408,2821129.2775088227
409,3705756.0976415924
410,3545185.208521595
411,4120432.4257058217
412,4333983.501676285
413,4281180.071504946
414,4334892.3488193145
415,4404058.951024473
416,6467514.186538161
417,3358955.253845752
418,3935187.0532782287
419,4156150.72931834
420,3896531.217262584
421,5641575.885283996
422,4781264.689171855
423,4026563.6276036967
424,4576210.228301578
425,4529562.216008112
426,4359008.731178186
427,3465775.5154982973
428,4642684.811701805
429,3283707.4043419547
430,3795727.185880907
431,3353250.7615957092
432,3156912.4106340664
433,5739290.04286818
434,3835420.340869647
435,4321913.4385662405
436,3951793.8065055343
437,3423777.4271639967
438,3931398.580256946
439,5131802.516965616
440,4821517.490074212
441,3918781.432581189
442,4005299.5681074397
443,4161867.080907106
444,3867317.403377009
445,5225083.38279318
446,7851167.135616834
447,3539078.9827471687
448,5508082.293034103
449,6192145.674679341
450,6013596.770351239
451,3964927.835578303
452,4098870.4597925534
453,4556551.84532719
454,5203114.556655263
455,3259813.7795539442
456,4340694.811404767
457,3914004.9694450744
458,4023868.9955345946
459,3133111.72732653
460,4278687.635043717
461,4476460.156491076
462,5062094.387765492
463,3584199.1145570385
464,4462965.376908241
465,3852085.122704557
466,4330707.091137975
467,3635028.38783274
468,3735542.460658378
469,4392096.268542934
470,4206394.390687225
471,4406688.916118861
472,3318564.812127015
473,4378022.299755769
474,4562476.025831414
475,4456136.442402186
476,4077665.522461189
477,3780470.6848259857
478,4209107.234291887
479,4488406.500581838
480,4191946.879991252
481,5974689.501332794
482,3539814.829097144
483,4077033.7615616787
484,5704946.602132567
485,4405710.540022243
486,4124602.6116399462
487,5339856.7131557185
488,4090682.1322297393
489,3887318.4249357535
490,4171818.459078106
491,3341189.275943719
492,4536878.23627784
493,5260834.24076276
494,4140292.196572502
495,3505615.779534134
496,4743210.794685308
497,4589458.569613112
498,4030150.6499067186
499,4376375.045543838
500,5112733.051546978
501,3587349.2861453197
502,3839463.633785813
503,6555295.984764034
504,4356765.450771808
505,4187659.245221866
506,4332255.881971289
507,4259546.085733467
508,4000968.5912573156
509,4061033.581827329
510,4659879.424786609
511,5042350.276890218
512,3085545.675029331
513,5588876.730500994
514,3769852.178712638
515,3348270.1380458535
516,3476385.525949863
517,4042502.9400957967
518,4309427.512861494
519,4029892.7473629233
520,4419266.428230374
521,4600122.59396495
522,6963792.581617941
523,4043046.541108314
524,3959207.1114815087
525,4268870.937144705
526,4326494.780432985
527,4332201.07189481
528,4666386.667001221
529,4715428.789661787
530,4006179.713412484
531,4424174.1642243285
532,4439665.917972578
533,4030497.4272463406
534,3994939.5853968053
535,4244487.635860557
536,3777027.160295332
537,4422388.524170105
538,3635872.33929823
539,4056949.964810054
540,4822619.944817564
541,4054448.1457606778
542,3763656.6573886387
543,3632156.247444882
544,4697302.063895817
545,3875635.841170021
546,3576145.791622752
547,4487031.9275116585
548,4837966.700930191
549,4145312.551081211
550,4088398.9530648356
551,3330348.700390616
552,4674499.983752606
553,4321053.095338238
554,4690815.913998619
555,4125701.2609215234
556,3254211.4773390694
557,4131301.3820128725
558,4070918.991590451
559,4818653.851161181
560,4344369.685185555
561,5304513.6249654405
562,3694778.7510308265
563,4120537.2038223874
564,3661552.2175811036
565,4339229.232495312
566,3657929.5269883065
567,3819030.111725325
568,4378465.171732455
569,4210587.415049126
570,5241344.759616064
571,6076236.78603394
572,4088589.3237804514
573,3444987.290569278
574,4039729.76241133
575,3181953.7497452903
576,7473881.482163705
577,3532528.708877175
578,3411949.2637311136
579,4295382.393460338
580,3796645.3814331884
581,3862497.02000845
582,4836321.8770997515
583,4122013.2153943144
584,4368337.860094982
585,4119692.370561108
586,3562593.5267012897
587,4262081.615781451
588,4688212.529801526
589,3715821.2327087885
590,3803559.444956026
591,3817993.636702526
592,4004938.3246395816
593,3896050.4118460487
594,3986577.0625159172
595,3327039.0300408043
596,4433005.55747164
597,3932213.5502532762
598,4201281.457092463
599,6033609.6332457755
600,4552254.652395909
601,4838492.238097378
602,4399005.879880831
603,3848172.5618429803
604,3762664.970122981
605,3331512.9445638084
606,3231813.0758637786
607,4055370.0416372376
608,3639422.089389737
609,4495211.981432006
610,5121958.084342486
611,3536140.879569071
612,4625243.886127715
613,4985690.467298257
614,4468778.476457463
615,3927772.8749541547
616,5025025.372641316
617,4577974.365080292
618,5486607.779897689
619,4226674.442905839
620,4163316.6554755815
621,5605848.543306373
622,4268542.334215526
623,4290491.628093437
624,4148447.893798927
625,3788693.446057261
626,4344311.816041908
627,4899861.454718808
628,3776728.408764075
629,4572309.353728704
630,5030072.244117154
631,4266441.19807699
632,4182538.8083526846
633,5512337.49410904
634,3263467.9947118834
635,3838032.612211388
636,4232157.218538853
637,3837799.5848447634
638,4037205.2627478717
639,3882163.3490518816
640,4414115.610921123
641,3921931.43564748
642,4009197.1145153358
643,3747247.8009085166
644,4108400.924477736
645,3394232.7236185055
646,4719786.599107242
647,4095935.7902924
648,3699691.214910774
649,4026192.600005675
650,3538229.4553431794
651,3309448.214000542
652,4622721.099520311
653,3967711.6430802806
654,4304269.652419888
655,5276568.629531206
656,4287295.600739867
657,4258746.696095189
658,4605509.996237015
659,4117397.7960872212
660,5330204.052448488
661,5610233.681539744
662,4257725.612201805
663,3695294.0624932717
664,4048147.1079998566
665,3674442.387716728
666,6110518.838354134
667,3948944.80909751
668,4011795.60997759
669,3923991.6392465583
670,5045902.816763794
671,4816056.066705294
672,4243050.935536586
673,3907667.5292406273
674,4345652.481823983
675,3953572.5783418124
676,5049109.181621296
677,4129489.2472420735
678,4088595.9352622963
679,4631011.4534909595
680,3773155.0058742245
681,4811989.363963606
682,4637914.2543684235
683,4712694.185582993
684,4133256.4411936966
685,4956393.693835978
686,3343559.7764284904
687,2943163.024719849
688,4585805.552763609
689,3632117.3672340093
690,3863518.0350569123
691,3734203.1833613
692,4299887.163227048
693,4053382.524654946
694,3516455.8791610263
695,3430532.9929404464
696,4677266.854079562
697,4368882.058113146
698,4573670.478440662
699,3461161.5721468413
700,4553125.776592734
701,3906853.4953674404
702,4242317.965680179
703,4236571.852184695
704,4164813.4471922885
705,4258446.400528308
706,4580210.2988391565
707,5569755.608500138
708,4543448.8956345515
709,4131587.7268866594
710,4189908.06261826
711,5656205.681337148
712,4030961.521858354
713,4032876.3752238806
714,4202467.790609715
715,3824585.2788906866
716,3634172.8528214213
717,4242798.787674213
718,4324126.061259344
719,4729422.712559365
720,5230311.324929106
721,5606316.289821493
722,4281659.848094205
723,3259736.4426273108
724,4318977.137298961
725,4577482.323487152
726,3704829.270729054
727,4070930.1224110364
728,4196531.665455037
729,3982515.1832893165
730,4593178.452163352
731,4308323.232389418
732,3236894.067507139
733,7316083.78629253
734,4509469.0130035905
735,4311472.160393318
736,4343663.945736392
737,4779970.060215953
738,4223209.574907239
739,3546972.172346536
740,4307929.947038166
741,4177882.046811897
742,4400218.0196910575
743,5020181.512969454
744,4538125.383665493
745,4738540.761594914
746,3928916.743351854
747,4910635.090417475
748,4877786.297278343
749,4323996.869932223
750,7690533.766080859
751,3999133.9054290582
752,3915336.9737426494
753,3381734.8539948673
754,3925668.435650398
755,3039035.62692726
756,4652023.06904816
757,4134404.4902649056
758,3969739.154334658
759,4783013.861336984
760,4218216.930041833
761,3713702.405320384
762,3901260.5565353925
763,3042303.455063271
764,4076794.0920265843
765,5398403.243517156
766,4595682.45339422
767,4341771.3833156265
768,3879338.904061851
769,4810790.934617424
770,4130648.3322299602
771,4643627.644964012
772,4146029.365407848
773,4181542.534879147
774,4151221.472080775
775,4059300.9126601694
776,3596455.1419812264
777,4598006.6064495845
778,4060757.058018658
779,3744611.4904000284
780,3790443.5025416333
781,4606608.263272002
782,4579634.774053733
783,4203774.375229787
784,3122665.3101934795
785,4126107.814601335
786,4862133.676888022
787,4146029.9330982696
788,4544092.073678373
789,4556814.662577969
790,3650811.8731909245
791,4399943.0814293735
792,3750701.228477152
793,3012264.736413753
794,3511164.118902194
795,4581473.1076394385
796,3977334.9975269497
797,3608677.074797037
798,3905350.5827486045
799,4122007.7090227595
800,4621985.970922591
801,5249445.681547003
802,4396666.21735668
803,3954064.2742367955
804,4063061.816596781
805,3672223.0349680022
806,4470937.608469975
807,4606370.090181574
808,4299601.394657086
809,3388406.0404440765
810,4328102.02416574
811,4381029.273164982
812,4163538.785083601
813,3915091.957690941
814,3418091.908892027
815,4842909.697636528
816,3774257.833264061
817,4199474.5155132245
818,4362055.69429461
819,3749751.7195417057
820,4287733.604884943
821,4127820.6604196304
822,4456019.353105406
823,4693851.411450159
824,3702325.244146853
825,4293064.783283551
826,4389106.511407655
827,3402641.631092905
828,4654433.459293774
829,4155518.3698033816
830,4326138.153659228
831,6714497.222175304
832,4230689.756900966
833,4821568.691873514
834,4937664.002391578
835,3915029.0200998886
836,3181451.7430675416
837,3814457.725152807
838,3970247.915850116
839,3064827.498393331
840,3708257.2596766674
841,3672879.953959944
842,5234947.367343538
843,4492230.097801247
844,4215812.789981786
845,3921018.901565451
846,4414564.674727603
847,4675199.845585552
848,3768971.8055440844
849,4241881.380746922
850,4061251.833690088
851,4608361.246952935
852,5985366.588540858
853,4109427.2030471717
854,4196082.412165189
855,3779969.9884478957
856,3573983.3824343914
857,4343951.429102874
858,3283067.247538156
859,3870308.5972650168
860,3832049.9203758356
861,4796096.14241044
862,3822291.986413766
863,4156345.7975129844
864,5892941.729063706
865,5385169.652461678
866,3615455.7372644586
867,4218552.943631128
868,4663798.424102956
869,4213799.848860948
870,3363399.672979212
871,4297098.610346248
872,3853254.471032901
873,5481885.071377777
874,4436448.455414012
875,4258096.204668603
876,3339624.9065097277
877,4921893.828840151
878,3426930.553177092
879,4321859.463374334
880,3446070.4342579483
881,3976718.9481346956
882,4703307.776158537
883,4142558.0421110685
884,4371886.355445835
885,5343222.872692631
886,3570814.2653713585
887,5010693.79312964
888,4084463.2757319678
889,3655430.939727616
890,4964489.487805871
891,3588785.581937989
892,4200107.158895788
893,4422584.177680927
894,4438787.709772793
895,3965252.2255523116
896,4561932.720269642
897,3919546.1093813227
898,3987689.156873096
899,5582795.900143651
900,3850921.9041772652
901,6118443.56425421
902,4312851.034472626
903,3908434.572609451
904,3159842.232717086
905,3847334.6127799726
906,3937357.398366151
907,4017917.1910611237
908,4441228.027114995
909,4093683.36660214
910,4213519.222116272
911,4940011.841717864
912,4793121.498225535
913,4887647.564670576
914,3510104.5119381472
915,4753616.590427995
916,3239011.3888101242
917,4525822.998521244
918,4152356.420186206
919,4093420.664889854
920,4108095.028694077
921,3856399.718890818
922,4202555.987569975
923,4124310.660948869
924,4495448.998664326
925,4638113.469769692
926,5543935.906162136
927,4394738.883541912
928,4346445.4304826055
929,4120056.475832219
930,4553100.17233834
931,3929638.7679296318
932,4340137.661689361
933,4770222.304356601
934,3878010.960113763
935,4105725.9301876626
936,4103580.4157220945
937,4701644.715292754
938,3940519.0010023843
939,4679569.00476738
940,4369862.923831713
941,4288726.246594424
942,4143734.6716188476
943,4484129.6955944225
944,6093765.33127621
945,3365783.7643977497
946,4758629.596401432
947,4298560.435424173
948,4386042.058778606
949,3518994.7424026993
950,4228420.935550951
951,3881351.740652456
952,4080172.8190430594
953,3900338.9967381884
954,4933113.172033739
955,4359655.456402725
956,3803438.543493289
957,5284719.64074269
958,5056260.792966303
959,4057915.8767347937
960,4220234.508561521
961,4830286.401255792
962,4449043.84590999
963,4455115.0892754765
964,5886109.760453849
965,3791365.16133686
966,4875218.83847761
967,5839492.652418606
968,3924054.6937835845
969,3451910.917165199
970,3670280.5899067507
971,3236263.878569878
972,3490318.4066260215
973,3479142.771674232
974,3566385.2862801887
975,3678071.1074361703
976,3845065.0700642876
977,4494376.635933262
978,4761016.941472277
979,6170974.307334943
980,4952839.799875927
981,3796626.7571499543
982,4348576.171798815
983,4967275.150755048
984,6108482.126655784
985,3808163.079310508
986,3919135.050477189
987,4423988.988192341
988,4561294.257249074
989,3929007.704520737
990,5627893.85913308
991,3345077.2205803427
992,3950569.475327084
993,4767972.844621403
994,4652615.544247981
995,3660020.184966054
996,3774785.3560119364
997,5272816.25715904
998,4219618.0690401085
999,4948610.285799357
1000,4255529.831523914
1001,4399669.59574307
1002,3833910.3494935143
1003,4447001.565542551
1004,4971946.171509135
1005,4303212.738300887
1006,5740905.4932815125
1007,3432004.897063385
1008,4089717.0706906747
1009,4883924.386521994
1010,4535194.784142094
1011,4968375.566754712
1012,4332766.766189596
1013,4327565.892702422
1014,3997914.655205375
1015,4361147.806120433
1016,4516005.822936523
1017,3823808.663913672
1018,4116135.2477451633
1019,3847485.2200527457
1020,4740715.794537829
1021,4521026.417132136
1022,4305183.546971912
1023,3883678.1678589727
1024,4762598.202450341
1025,3959218.8848112337
1026,4179386.2441658303
1027,3915588.957554867
1028,4708066.616478529
1029,3816187.962832662
1030,4451912.6446778495
1031,3834726.5276494487
1032,4086133.3464855864
1033,5046517.893674027
1034,4463450.146808583
1035,3873971.0608588383
1036,4259224.631523419
1037,4242772.715011077
1038,4215615.341079366
1039,3965517.3478250103
1040,3813429.8163137124
1041,4498646.522771016
1042,3778115.0482764295
1043,3403295.6278006705
1044,4004111.196262064
1045,4481258.087442101
1046,4116821.7332828213
1047,5106653.105199523
1048,3729071.906986816
1049,4077504.938106653
1050,4622476.073129469
1051,4310569.347240517
1052,3820428.6369991316
1053,3454838.750529419
1054,4694024.133620413
1055,3292994.395401942
1056,5639054.4523539245
1057,4772396.7008928275
1058,3451421.0399766183
1059,5083499.759289344
1060,4469566.077821694
1061,4417396.592551142
1062,4395851.336259362
1063,4708616.158482147
1064,4544674.162020719
1065,4552050.936099514
1066,5754419.282125417
1067,4511390.834149974
1068,4252586.111688204
1069,3582023.459103727
1070,3640018.0105315815
1071,4212754.266426521
1072,4854702.877825865
1073,4618964.861308393
1074,4707191.758786378
1075,4047008.0002671704
1076,4156103.5611131876
1077,4069410.621747879
1078,3541700.922679753
1079,5361100.636119188
1080,3318662.289609522
1081,4160770.502002042
1082,4185472.665985323
1083,4340274.90368339
1084,3316736.145027618
1085,3077477.939434218
1086,4965252.957479089
1087,3916873.8458723375
1088,4357481.115554078
1089,3515383.6402391084
1090,4550911.180530942
1091,4176232.59483619
1092,4342236.868610264
1093,4177749.462679255
1094,4139271.4413954047
1095,3837288.470577134
1096,3776329.4029767956
1097,3429545.6025455054
1098,4259444.138703409
1099,3750488.2111422988
1100,4014288.676023389
1101,4322396.5612233495
1102,3725691.067873411
1103,3951854.859803238
1104,4947008.22735562
1105,4144729.669961095
1106,3115886.3670771164
1107,5058520.570404156
1108,6067492.107679381
1109,4102013.3025348117
1110,4167394.075140177
1111,4120975.114675429
1112,4399165.129413846
1113,4093062.6905875565
1114,3840503.881280977
1115,4054959.673477775
1116,4571611.94922535
1117,4938049.840500447
1118,4928426.730271635
1119,4188158.0966767743
1120,3677973.2177265403
1121,3179583.694280078
1122,4397890.366223903
1123,4656141.392755989
1124,3777292.875543414
1125,4811172.981156028
1126,4486164.460970887
1127,3864425.565331477
1128,3718475.691920517
1129,4125757.788688768
1130,4191149.6456694817
1131,5310775.691116537
1132,3631271.884054874
1133,4258796.838138705
1134,3671409.3885102607
1135,3177237.3998494055
1136,4938513.028178626
1137,3590781.361141978
1138,4065185.0916885254
1139,4746045.329334835
1140,4020501.883399048
1141,4247215.126073186
1142,4547668.926750603
1143,4322405.32384884
1144,4053465.068165963
1145,4548683.553746923
1146,3547733.192569667
1147,4942176.158752665
1148,4484048.44903271
1149,5569161.494773156
1150,4496245.244317473
1151,3140831.6848036908
1152,4825511.802728074
1153,4756967.319735293
1154,4026795.342227999
1155,3464654.128690168
1156,4048556.181967758
1157,4427766.342449665
1158,4471781.165132036
1159,3581416.383258082
1160,4204043.642000015
1161,4089585.3216762394
1162,4290280.819383724
1163,3863352.118480531
1164,3984684.9480891214
1165,3918872.4139603623
1166,4707109.202415738
1167,4469680.073858055
1168,3765302.4320604997
1169,4244671.208988625
1170,3998607.3267411646
1171,4423150.790037624
1172,3081247.523021728
1173,4125995.43682106
1174,3925668.435650398
1175,4670907.354204769
1176,4402606.814925149
1177,4611263.14453399
1178,3529296.9128103205
1179,3812798.834721288
1180,4521132.2004293455
1181,4297061.7773299115
1182,5518729.740705694
1183,4275397.015560198
1184,3927624.376775411
1185,3979065.1759105423
1186,4347228.136603944
1187,4411459.549285884
1188,5086042.310966938
1189,5956575.729057175
1190,4690923.0068607805
1191,5102469.357168914
1192,4153915.1293524606
1193,3212156.6995231984
1194,4959113.838694767
1195,4405458.06760284
1196,4134336.1255074763
1197,4205312.557155557
1198,3521064.628198093
1199,3921632.1193339657
1200,6209889.052454231
1201,4297829.681490465
1202,4224691.737134177
1203,3622147.493290055
1204,3916467.92394196
1205,3917808.8767939317
1206,5052417.711464196
1207,4216377.036459143
1208,3931368.085827475
1209,4538481.508833271
1210,4089339.9120196067
1211,6680279.772384525
1212,3843118.3065360207
1213,4775419.1719486825
1214,3798453.62524869
1215,4623108.317601057
1216,3303252.484847217
1217,4915604.642398047
1218,4536938.628079556
1219,4704728.4214918865
1220,3998317.7087251
1221,4257742.975997665
1222,5494548.312628401
1223,4490002.4408489
1224,4554860.748797049
1225,4476633.567806497
1226,4344263.154776038
1227,4677883.603712261
1228,4176629.1200413685
1229,4290465.560408748
1230,4157676.0212897025
1231,3950913.0599835073
1232,3277928.9343276136
1233,4996646.956642094
1234,3953779.1208495763
1235,3901273.234559768
1236,3834059.717746763
1237,3646613.1674492327
1238,3798216.7949146084
1239,4142172.690325409
1240,3773242.6568045444
1241,3041919.0619873726
1242,5513632.708021147
1243,4120535.811152921
1244,4574763.176764789
1245,4279178.78148227
1246,3933619.8478970164
1247,4504091.12198868
1248,4064147.8574803006
1249,4978917.028016579
1250,4540181.884165538
1251,4341085.871429332
1252,4312265.031686217
1253,4626277.5769275045
1254,4321471.612800945
1255,3465074.523568985
1256,3958156.413742049
1257,4439025.063902083
1258,4316576.148937187
1259,3716393.2077211053
1260,3923879.462053553
1261,4564587.810342638
1262,4142663.2797895004
1263,3710155.8208202003
1264,4800138.500959636
1265,3571990.5691083213
1266,3704315.431318382
1267,4903586.083761349
1268,3649410.4792186106
1269,4066263.5041483953
1270,3471705.280759588
1271,4831810.421454617
1272,4430304.129806826
1273,3167195.4525900623
1274,3711754.2720603556
1275,4473978.951587843
1276,4233782.251613138
1277,4064374.992874453
1278,4135372.139390921
1279,3925668.435650398
1280,4783513.322217843
1281,3955229.9058082486
1282,4903275.94888896
1283,3372544.900856894
1284,5337748.892831297
1285,4270055.597392801
1286,3783973.427546632
1287,3715306.6109304945
1288,5970537.514250326
1289,3474924.9421449243
1290,4215170.907993334
1291,3534821.4822134157
1292,5446703.112919313
1293,5339783.796610203
1294,4839668.151033034
1295,4742471.533828606
1296,4711615.094883463
1297,4452116.255217704
1298,4195779.747151653
1299,3641380.109242041
1300,4720330.87936148
1301,3726161.4304771973
1302,4409845.002428476
1303,4343416.08578511
1304,4354016.464429829
1305,4402788.612419025
1306,4035593.8012734614
1307,4619921.488441601
1308,4994652.189287695
1309,3660705.226682332
1310,4998220.437807539
1311,4242605.954071102
1312,3831767.5793851353
1313,5175403.320219374
1314,5773909.810553036
1315,4495455.33685353
1316,4744397.018894975
1317,4794821.359345814
1318,4424892.41376464
1319,4427061.795000925
1320,4695078.729884853
1321,5006329.070517875
1322,4932034.463523778
1323,4285942.890777902
1324,3892628.7263362845
1325,3606897.57157317
1326,4847240.128024251
